"string","scene6-77",,,,,,"=IF(F685="""", ""UNTRANSLATED"", """")",
"string","scene6-78",,,,,,"=IF(F686="""", ""UNTRANSLATED"", """")",
"string","scene6-79",,,,,,"=IF(F687="""", ""UNTRANSLATED"", """")",
"string","scene6-80",,,,,,"=IF(F688="""", ""UNTRANSLATED"", """")",
"string","scene6-81",,,,,,"=IF(F689="""", ""UNTRANSLATED"", """")",
"string","scene6-82",,,,,,"=IF(F690="""", ""UNTRANSLATED"", """")",
"string","scene6-83",,,,,,"=IF(F691="""", ""UNTRANSLATED"", """")",
"string","scene6-84",,,,,,"=IF(F692="""", ""UNTRANSLATED"", """")",
"string","scene6-85",,,,,,"=IF(F693="""", ""UNTRANSLATED"", """")",
"string","scene6-86",,,,,,"=IF(F694="""", ""UNTRANSLATED"", """")",
"string","scene6-87",,,,,,"=IF(F695="""", ""UNTRANSLATED"", """")",
"string","scene6-88",,,,,,"=IF(F696="""", ""UNTRANSLATED"", """")",
"string","scene6-89",,,,,,"=IF(F697="""", ""UNTRANSLATED"", """")",
"string","scene6-90",,,,,,"=IF(F698="""", ""UNTRANSLATED"", """")",
"string","scene6-91",,,,,,"=IF(F699="""", ""UNTRANSLATED"", """")",
"string","scene6-92",,,,,,"=IF(F700="""", ""UNTRANSLATED"", """")",
"string","scene6-93",,,,,,"=IF(F701="""", ""UNTRANSLATED"", """")",
"string","scene6-94",,,,,,"=IF(F702="""", ""UNTRANSLATED"", """")",
"string","scene6-95",,,,,,"=IF(F703="""", ""UNTRANSLATED"", """")",
"string","scene6-96",,,,,,"=IF(F704="""", ""UNTRANSLATED"", """")",
"string","scene6-97",,,,,,"=IF(F705="""", ""UNTRANSLATED"", """")",
"string","scene6-98",,,,,,"=IF(F706="""", ""UNTRANSLATED"", """")",
"string","scene6-99",,,,,,"=IF(F707="""", ""UNTRANSLATED"", """")",
